Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
243,Purdue NCAA,35,29,6,0.829,18.23,8.31,15,5,14,2,8,3,2543,2196,64.2,112.8,0.372,0.384,0.558,58.1,61.3,7.4,9.9,0.518,14.6,38.4,0.277,97.4,0.192,0.354,0.497,41.9,51.3,9.5,8.6,0.472,13.6,23.5,0.142,64
259,Saint Mary's (CA) NCAA,35,27,8,0.771,17.41,7.18,14,2,16,2,6,2,2473,2105,63.8,109.6,0.32,0.369,0.55,55.3,49.1,10.6,9.9,0.522,14.2,32.9,0.222,93.3,0.304,0.319,0.509,44.7,37.2,7.4,10.4,0.47,17.4,21.9,0.226,32
264,San Diego State NCAA,39,32,7,0.821,15.81,8.92,15,3,15,1,8,2,2775,2475,66.6,106.1,0.327,0.346,0.533,53,51.1,10,11.7,0.498,14.8,31.9,0.236,94.6,0.295,0.399,0.506,47,47,9.3,7.9,0.466,17.1,25.8,0.222,2
278,Southeast Missouri State NCAA,36,19,17,0.528,-7.4,-6.81,10,8,9,4,5,11,2789,2734,73.8,103.2,0.378,0.399,0.54,49.2,51.9,9.3,8.6,0.503,15.4,26.5,0.268,101.2,0.431,0.357,0.544,50.8,50.6,9.1,7.5,0.506,17.3,27.3,0.298,68
281,Southern California NCAA,33,22,11,0.667,13.06,8,14,6,15,2,5,5,2391,2224,68.3,105.6,0.332,0.33,0.55,49.6,52,10,13.4,0.512,15.9,28.8,0.248,98.3,0.302,0.371,0.492,50.4,55.8,9.9,7.8,0.454,15.2,32.7,0.216,64
299,TCU NCAA,35,22,13,0.629,15.61,8.78,9,9,13,4,3,7,2634,2395,70.9,105.8,0.341,0.299,0.533,50.7,58.5,11.3,12.5,0.5,14.4,32.2,0.238,96.2,0.301,0.35,0.514,49.3,55.1,8.9,10.3,0.481,18.8,30.5,0.212,32
301,Tennessee NCAA,36,25,11,0.694,20.84,7.98,11,7,14,2,4,6,2547,2084,65.9,107,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217,87.6,0.338,0.418,0.474,45.4,50.4,9.9,8.3,0.428,19.4,26.9,0.243,16
305,Texas NCAA,38,29,9,0.763,20.56,10.43,12,6,17,1,4,6,2963,2578,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228,95.8,0.337,0.348,0.521,50.2,46.5,8.2,8,0.481,19.4,29,0.247,8
306,Texas A&M NCAA,35,25,10,0.714,13.76,7.42,15,3,15,1,7,4,2549,2327,67.1,108.5,0.451,0.345,0.543,53.4,52.6,10,7.9,0.488,15.5,36.7,0.343,99,0.347,0.457,0.519,46.6,59,10.7,11.1,0.482,17.9,30.4,0.245,64
307,Texas A&M-Corpus Christi NCAA,35,24,11,0.686,-2.57,-7.02,14,4,13,2,8,7,2803,2561,71.7,110.9,0.348,0.342,0.559,52.6,55.2,11.7,5.3,0.513,15.2,33.7,0.276,101.3,0.359,0.431,0.548,47.4,57.7,8.9,8.4,0.52,18.5,27.8,0.244,64
308,Texas Southern NCAA,35,14,21,0.4,-10.56,-5.05,7,11,7,6,3,13,2422,2518,70.9,95.6,0.338,0.281,0.498,51.4,46.1,9.3,8.9,0.466,17.4,31,0.225,99.4,0.374,0.357,0.527,48.6,47.1,10.7,7.8,0.487,16.8,27.3,0.267,68
323,UC Santa Barbara NCAA,35,27,8,0.771,3.3,-2.03,15,5,12,3,10,4,2510,2305,65.5,109.1,0.343,0.296,0.575,51.3,53.6,9.7,6.7,0.545,15.4,26.7,0.25,100.2,0.287,0.315,0.533,48.7,48.3,7.5,6,0.498,16.6,25.8,0.215,64
325,UCLA NCAA,37,31,6,0.838,22.11,8.66,18,2,17,0,9,2,2743,2245,67.2,110.3,0.274,0.29,0.54,52.2,52.1,12.5,11.6,0.511,12.8,33,0.2,90.3,0.275,0.388,0.498,47.8,51.1,6.9,6.2,0.468,20.5,28.2,0.191,16
326,UNC Asheville NCAA,35,27,8,0.771,-1.74,-4.35,16,2,13,0,10,6,2604,2418,69.3,105.8,0.408,0.374,0.577,50.5,49.7,9,10,0.547,18,26.3,0.284,98.2,0.261,0.344,0.506,49.5,46.4,10,10.7,0.475,15.7,28.5,0.188,64
331,Utah State NCAA,35,26,9,0.743,14.23,6.81,13,5,14,2,6,4,2736,2446,69.2,112.6,0.343,0.425,0.596,53,61.8,7.2,8.6,0.562,15.6,27.3,0.262,100.7,0.304,0.338,0.52,47,47.5,8.1,7.8,0.482,14.2,24.3,0.226,64
338,Vermont NCAA,34,23,11,0.676,1.63,-3.13,14,2,13,1,9,6,2471,2276,65.5,109.7,0.285,0.429,0.573,49.1,51.6,8.9,8.3,0.551,12.8,20.3,0.198,101,0.266,0.368,0.541,50.9,45.5,7.6,8.3,0.513,15.6,22.2,0.193,64
340,Virginia NCAA,33,25,8,0.758,13.28,5.98,15,5,15,1,6,5,2237,1996,62.5,108.1,0.347,0.356,0.544,50.2,65.4,10.9,13.8,0.512,12.1,25.6,0.244,96.5,0.263,0.4,0.517,49.8,52.9,7.7,10.8,0.483,17.3,24.9,0.197,64
341,Virginia Commonwealth NCAA,35,27,8,0.771,9.89,1.95,15,3,15,3,8,3,2480,2202,68.3,103.8,0.416,0.327,0.555,50.1,52.8,13,12.8,0.52,17.3,28.9,0.289,92.2,0.311,0.341,0.504,49.9,51.3,9.6,9.9,0.469,20.8,30,0.219,64
349,West Virginia NCAA,34,19,15,0.559,15.95,10.89,7,11,13,4,3,8,2583,2411,69.6,108.8,0.394,0.363,0.557,52,50.1,9.6,8.6,0.515,16,34,0.292,101.5,0.387,0.351,0.548,48,50.4,9.6,6.6,0.509,18.4,29.3,0.281,64
361,Xavier NCAA,37,27,10,0.73,16.03,9.16,15,5,15,2,7,4,2995,2741,72,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15,30.7,0.223,102.6,0.27,0.335,0.532,46.1,53.6,9.7,9.2,0.503,14.4,25,0.194,16
3,Akron NCAA,34,24,10,0.706,0.91,-3.93,14,6,12,3,8,4,2402,2130,64.1,109.8,0.39,0.416,0.563,53,47.9,9.1,9.2,0.533,15.4,30.6,0.268,97.3,0.258,0.354,0.511,47,41,8.5,7.3,0.482,16.1,25.7,0.183,64
4,Alabama NCAA,33,19,14,0.576,14.62,11.59,9,9,13,3,3,7,2623,2523,73.2,108.1,0.329,0.476,0.547,52.3,53.1,9.6,11.9,0.513,16.7,35.3,0.239,104,0.348,0.357,0.534,47.7,46.3,10.6,11.3,0.498,15.5,30.5,0.249,64
11,Arizona NCAA,37,33,4,0.892,22.75,6.84,18,2,17,0,9,3,3107,2518,72.7,114.7,0.349,0.359,0.587,55,65,9.2,13.4,0.556,15.8,34.6,0.258,92.9,0.24,0.347,0.471,45,47.2,9.5,7.4,0.444,15,28.6,0.162,16
13,Arkansas NCAA,37,28,9,0.757,16.27,8.62,13,5,17,1,5,4,2810,2527,72,104.8,0.372,0.342,0.533,52,52.7,10.5,11.7,0.486,14.6,29.5,0.282,94.3,0.319,0.388,0.514,48,52.7,9.1,8.7,0.475,18.3,25.1,0.233,8
17,Auburn NCAA,34,28,6,0.824,19.2,8.17,15,3,16,0,8,3,2660,2285,71.3,108.1,0.316,0.398,0.534,52.5,53.1,11.5,21.1,0.499,14.2,33.6,0.231,92.9,0.343,0.36,0.488,47.5,49.2,10.4,10,0.442,17.4,28.9,0.251,32
20,Baylor NCAA,34,27,7,0.794,21.73,8.76,14,4,15,2,8,3,2619,2178,68.6,111.5,0.29,0.384,0.553,53.4,56.3,12.7,9.7,0.528,15.1,36.3,0.202,92.7,0.277,0.362,0.509,46.6,55.9,9.3,7.4,0.478,20.1,28.8,0.195,32
25,Boise State NCAA,35,27,8,0.771,11.93,5.22,15,3,13,3,9,3,2389,2130,64.9,104.1,0.35,0.388,0.536,53.6,47,9.1,9.6,0.512,15.9,30.6,0.227,92.8,0.258,0.328,0.511,46.4,43.5,7.9,8.6,0.481,18.1,22.1,0.186,64
32,Bryant NCAA,32,22,10,0.688,-4.8,-7.41,15,2,14,1,7,7,2497,2348,73,106.1,0.322,0.431,0.538,51.8,50.5,8.8,10.1,0.502,16.1,33.1,0.236,99.8,0.25,0.336,0.495,48.2,54.9,9.9,12.1,0.468,14.1,31.2,0.172,68
38,Cal State Fullerton NCAA,32,21,11,0.656,-0.04,-2.28,12,5,11,2,7,7,2239,2129,67.2,104.2,0.351,0.3,0.539,51.1,45.5,10.8,5.7,0.494,15.7,29.7,0.269,99,0.257,0.375,0.535,48.9,54.7,9.2,8.6,0.511,18.3,27.5,0.18,64
49,Chattanooga NCAA,35,27,8,0.771,6.12,-0.94,14,4,12,3,12,4,2596,2253,66,111.6,0.266,0.389,0.56,53.7,47,10.8,6.4,0.531,14.2,32.7,0.198,96.9,0.264,0.404,0.509,46.3,45.2,8.4,9.6,0.482,16.2,26.2,0.182,64
55,Colgate NCAA,35,23,12,0.657,0.98,-6.37,16,2,15,1,8,10,2646,2349,67.6,111.4,0.262,0.422,0.579,51.9,62,9,9.3,0.559,14.8,26.6,0.182,98.9,0.241,0.351,0.507,48.1,53.5,9.4,8.6,0.484,14.1,25.1,0.163,64
58,Colorado State NCAA,31,25,6,0.806,11.51,4.77,14,4,14,1,6,3,2275,2047,66,110.4,0.296,0.395,0.583,49.8,53.8,9.6,9.8,0.551,13.8,22.1,0.229,99.3,0.255,0.436,0.528,50.2,49.9,8.3,8.7,0.501,16.6,24.9,0.182,64
60,Connecticut NCAA,33,23,10,0.697,16.4,6.88,13,6,14,2,5,5,2469,2155,66.8,109.9,0.305,0.345,0.534,55.1,52.6,8.7,16.6,0.496,14.4,37.7,0.23,95.9,0.317,0.326,0.495,44.9,44.5,9.3,8.2,0.46,15.6,27.6,0.218,64
63,Creighton NCAA,35,23,12,0.657,11.34,8.54,12,7,11,4,6,5,2422,2324,68.1,100.5,0.267,0.381,0.537,51.7,52,8,10.1,0.506,17.9,28.4,0.197,96.4,0.208,0.332,0.478,48.3,45.2,9.8,9.8,0.449,13.3,28.6,0.151,32
65,Davidson NCAA,34,27,7,0.794,10.43,1.92,15,3,13,1,9,3,2567,2244,66.1,113.8,0.316,0.412,0.591,52.3,54.8,7,8.2,0.561,13.3,23.8,0.238,99.5,0.276,0.435,0.525,47.7,51,7.6,7.1,0.492,15,22,0.204,64
67,Delaware NCAA,35,22,13,0.629,0.32,-1.82,10,8,9,5,8,5,2568,2456,68,107.2,0.339,0.388,0.57,49.2,48.4,9.7,9.8,0.536,16.3,26.9,0.252,102.5,0.283,0.357,0.529,50.8,45.6,9.4,7.9,0.493,16,30.3,0.215,64
74,Duke NCAA,39,32,7,0.821,19.55,7.26,16,4,15,3,9,2,3122,2643,68.2,117,0.286,0.357,0.583,52.8,55.4,9.3,13.4,0.557,13,31.6,0.211,99.1,0.19,0.336,0.492,47.2,50.4,8.8,8.2,0.471,13.5,29,0.132,4
101,Georgia State NCAA,29,18,11,0.621,-1.11,-1.34,9,5,8,4,6,5,2049,1906,68.6,101.7,0.295,0.371,0.498,50.7,54.2,12.7,12.8,0.461,14.1,33.9,0.213,94.6,0.314,0.367,0.515,49.3,56.2,9,8.9,0.484,20.3,30.3,0.216,64
103,Gonzaga NCAA,32,28,4,0.875,25.46,4.5,13,1,16,0,5,1,2790,2119,73.8,118.1,0.306,0.353,0.608,55.7,55.3,8.7,13.4,0.587,13.9,29.1,0.219,89.7,0.227,0.333,0.461,44.3,41.3,8.2,7.1,0.431,14.3,23.4,0.159,16
114,Houston NCAA,38,32,6,0.842,22.55,6.47,15,3,16,1,7,3,2844,2233,65,113.9,0.29,0.389,0.551,54.9,58.5,12.2,17.1,0.531,14.1,37.7,0.193,89.5,0.347,0.427,0.478,45.1,55.2,9,6.4,0.433,18.8,28,0.249,8
119,Illinois NCAA,33,23,10,0.697,16.69,9.48,15,5,13,3,7,4,2456,2218,67.9,108.8,0.32,0.426,0.554,53.8,58.1,7.6,7.1,0.525,15.5,33.1,0.226,98.2,0.282,0.296,0.495,46.2,41.3,9.7,8.7,0.46,13.5,26.6,0.202,32
123,Indiana NCAA,35,21,14,0.6,12.71,8.08,9,11,14,4,3,8,2478,2316,67.9,103.2,0.335,0.311,0.538,51.8,56.6,8.2,14.1,0.506,15.2,27,0.234,96.5,0.307,0.401,0.504,48.2,47.7,9.6,6.9,0.462,15.5,25.1,0.232,64
126,Iowa NCAA,36,26,10,0.722,18.9,6.87,12,8,15,3,6,6,2995,2562,70.3,117.5,0.3,0.393,0.564,51,53.9,10.4,11.3,0.533,11.1,32.2,0.225,100.5,0.263,0.363,0.525,49,54.6,7.4,7.4,0.497,16.7,29.9,0.187,64
127,Iowa State NCAA,35,22,13,0.629,12.38,9.33,7,11,14,5,4,6,2296,2189,67.2,96.9,0.271,0.377,0.517,49.3,60.4,12.6,9.8,0.491,17.9,28.4,0.185,92.4,0.367,0.38,0.521,50.7,53.6,10.8,11.5,0.48,21.7,28.3,0.264,16
131,Jacksonville State NCAA,32,21,11,0.656,-0.19,-3.79,13,3,11,4,9,5,2353,2151,66.9,108.6,0.308,0.428,0.571,52.9,54.7,9.2,8.8,0.549,16.9,29.5,0.212,99.3,0.216,0.447,0.513,47.1,54.1,9.3,8.4,0.483,15.3,26.4,0.165,64
133,Kansas NCAA,40,34,6,0.85,22.28,11.3,14,4,16,1,6,4,3129,2690,69.5,111.5,0.323,0.331,0.567,53.4,53.6,8.9,10.9,0.538,14.9,32.9,0.232,95.8,0.277,0.348,0.493,46.6,48.3,9.3,8,0.458,15.7,28.5,0.199,1
138,Kentucky NCAA,34,26,8,0.765,20.9,8.02,14,4,18,0,6,5,2701,2263,69.2,114,0.28,0.279,0.559,56.9,53.3,9.7,11.1,0.531,14,37.7,0.203,95.5,0.254,0.358,0.5,43.1,46.8,8.6,6.5,0.469,15.5,24.9,0.183,64
148,Longwood NCAA,33,26,7,0.788,-0.35,-6.11,15,1,16,1,7,5,2499,2170,67.8,110.8,0.345,0.369,0.556,54.8,53.2,11.4,7.7,0.521,15.1,34.2,0.251,96.2,0.254,0.435,0.533,45.2,50,8.5,10.1,0.503,18.7,23.3,0.188,64
150,Louisiana State NCAA,34,22,12,0.647,17.45,8.3,9,9,15,2,3,8,2467,2156,70.4,102.3,0.334,0.348,0.531,51.5,49,15.5,14.6,0.493,17.7,33.9,0.244,89.4,0.378,0.465,0.493,48.5,54.4,10.1,8.9,0.451,21.7,30.9,0.261,64
154,Loyola (IL) NCAA,33,25,8,0.758,13.39,2.93,13,5,12,2,8,3,2403,2029,65.7,109.2,0.313,0.431,0.583,52.1,57.5,10.4,7.3,0.558,16.4,25.1,0.223,92.2,0.285,0.384,0.505,47.9,41.8,8.6,11.4,0.469,18.2,23.3,0.208,64
160,Marquette NCAA,32,19,13,0.594,11.36,8.96,11,8,13,3,4,7,2369,2292,71.6,102.7,0.262,0.418,0.55,46.9,59.3,10.8,12.9,0.521,15.5,22.5,0.194,99.3,0.295,0.36,0.503,53.1,56.2,9.7,9.1,0.47,16.1,31.6,0.207,64
168,Memphis NCAA,33,22,11,0.667,14.67,7.86,13,5,13,2,5,6,2480,2255,71,105.8,0.378,0.304,0.555,54.3,58.7,11.8,16.2,0.523,19.1,37.4,0.262,96.2,0.332,0.428,0.502,45.7,56.8,12.9,8.9,0.466,17.6,30.9,0.23,32
171,Miami (FL) NCAA,37,26,11,0.703,11.22,7.62,14,6,10,5,10,2,2736,2603,67.8,108.6,0.288,0.355,0.563,46.4,51.7,13,9,0.533,12.7,22.4,0.214,103.3,0.248,0.387,0.545,53.6,57.4,7.5,9.1,0.525,17.7,30.3,0.169,8
