Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
138,Kent State NCAA,medium,high,low,high,low,low,high,low,medium,low,high,medium,medium,medium,high,medium,low,medium,low,low,low,high,high,medium,low,medium,low,low,high,high,medium,high,medium,low,low,low,high,high,high,64
139,Kentucky NCAA,low,low,high,low,medium,medium,medium,medium,medium,high,medium,low,medium,medium,low,medium,low,low,low,high,medium,medium,medium,low,medium,high,low,high,medium,medium,high,low,medium,high,low,medium,low,low,medium,32
151,Louisiana NCAA,low,medium,low,high,low,low,medium,medium,medium,low,medium,high,medium,medium,medium,medium,high,low,medium,high,low,high,low,high,medium,high,medium,medium,medium,low,high,low,low,high,medium,high,medium,low,medium,64
162,Marquette NCAA,high,high,low,high,high,medium,high,low,high,low,high,low,high,high,medium,high,low,high,high,low,high,high,low,high,low,low,low,medium,medium,medium,high,high,high,medium,high,high,high,high,medium,32
164,Maryland NCAA,medium,low,high,low,medium,medium,low,high,high,low,low,high,low,low,low,medium,medium,medium,low,low,low,low,medium,low,medium,medium,medium,medium,low,low,medium,medium,low,low,high,medium,medium,medium,medium,32
170,Memphis NCAA,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,high,high,high,medium,medium,low,medium,low,medium,high,high,medium,high,medium,high,medium,high,high,medium,high,high,high,high,low,high,high,high,64
173,Miami (FL) NCAA,high,high,low,high,medium,medium,high,medium,high,low,medium,low,high,high,medium,high,low,low,high,medium,low,high,low,high,low,medium,medium,high,low,high,high,medium,high,medium,medium,high,medium,medium,low,4
176,Michigan State NCAA,low,low,high,low,medium,high,low,high,low,medium,low,high,low,medium,low,low,low,low,medium,medium,high,low,low,medium,medium,low,low,high,low,high,medium,medium,high,medium,medium,medium,low,low,low,16
181,Mississippi State NCAA,low,low,high,low,medium,medium,low,high,low,high,low,medium,low,low,low,low,medium,medium,low,high,high,high,medium,low,high,high,low,low,low,high,low,low,high,high,medium,low,high,medium,low,68
183,Missouri NCAA,medium,medium,medium,medium,medium,medium,low,high,high,medium,low,medium,high,high,high,high,low,high,high,low,high,high,low,high,low,low,low,high,high,high,high,high,high,medium,low,high,high,high,high,32
187,Montana State NCAA,medium,medium,medium,medium,low,low,high,low,low,low,high,medium,medium,medium,medium,medium,high,low,high,medium,low,medium,low,medium,high,low,high,medium,high,low,high,medium,low,medium,low,high,high,low,high,64
193,NC State NCAA,low,medium,medium,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium,high,medium,low,medium,low,medium,low,high,high,medium,low,medium,low,high,high,low,high,medium,low,low,low,high,medium,low,high,64
195,Nevada NCAA,low,low,medium,low,medium,medium,medium,medium,medium,low,medium,high,low,medium,low,medium,high,medium,medium,low,high,low,medium,low,low,low,high,high,medium,high,high,high,high,low,medium,high,medium,low,medium,68
218,Northern Kentucky NCAA,medium,low,high,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,high,low,low,medium,high,low,low,medium,medium,low,medium,medium,high,high,high,high,medium,low,high,high,high,medium,64
219,Northwestern NCAA,low,low,high,low,medium,high,medium,high,low,high,medium,low,low,low,low,low,low,high,low,low,medium,high,high,low,low,low,low,low,medium,high,medium,high,high,low,high,medium,high,medium,medium,32
229,Oral Roberts NCAA,medium,high,low,high,low,low,high,low,high,low,high,low,high,high,high,high,low,high,high,low,low,medium,high,high,low,low,low,medium,low,high,medium,high,low,low,low,medium,low,medium,low,64
233,Penn State NCAA,high,medium,high,low,medium,high,low,high,low,high,low,high,medium,high,low,medium,low,high,high,low,medium,low,low,high,low,low,low,high,low,medium,medium,high,high,low,high,high,low,low,low,32
236,Pittsburgh NCAA,high,medium,high,low,medium,medium,medium,medium,medium,medium,medium,medium,high,high,medium,medium,medium,high,medium,low,medium,low,medium,medium,medium,medium,medium,high,medium,high,medium,medium,high,low,high,medium,low,medium,medium,32
241,Princeton NCAA,low,medium,medium,medium,low,low,low,low,low,medium,medium,low,low,low,medium,medium,low,high,medium,high,low,low,low,medium,medium,low,low,medium,low,low,medium,low,low,medium,high,medium,low,low,low,16
242,Providence NCAA,low,low,high,low,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,high,medium,medium,medium,low,medium,high,high,high,low,low,high,low,medium,medium,high,high,low,medium,low,64
243,Purdue NCAA,medium,high,low,high,high,medium,high,medium,medium,medium,medium,low,medium,low,low,high,high,medium,medium,high,high,low,medium,medium,medium,high,high,medium,low,medium,low,low,medium,high,medium,medium,low,low,low,64
259,Saint Mary's (CA) NCAA,medium,high,low,high,high,medium,medium,low,high,medium,medium,low,low,low,low,medium,low,medium,medium,high,low,high,medium,medium,medium,high,low,low,medium,low,medium,low,low,low,high,low,high,low,medium,32
264,San Diego State NCAA,high,high,low,high,high,high,high,low,medium,low,medium,low,high,high,low,low,medium,medium,low,medium,low,medium,high,low,medium,medium,medium,low,medium,high,medium,medium,low,high,low,low,medium,low,medium,2
278,Southeast Missouri State NCAA,high,low,high,low,low,low,low,high,low,high,low,high,high,high,high,low,high,high,low,low,medium,medium,low,low,medium,low,high,high,high,medium,high,high,medium,high,low,high,high,medium,high,68
281,Southern California NCAA,low,low,medium,low,medium,medium,medium,medium,medium,medium,low,medium,low,low,medium,low,medium,low,medium,low,medium,medium,high,low,high,low,medium,medium,medium,medium,low,high,high,high,low,low,low,high,medium,64
299,TCU NCAA,medium,low,high,low,high,high,low,high,low,high,low,high,medium,medium,high,low,medium,low,low,low,high,high,high,low,medium,medium,medium,low,medium,medium,medium,high,high,medium,high,medium,high,high,medium,32
301,Tennessee NCAA,high,medium,medium,medium,high,medium,low,high,medium,medium,low,medium,medium,low,low,low,low,high,low,high,high,high,high,low,medium,high,low,low,high,high,low,low,medium,high,medium,low,high,medium,high,16
305,Texas NCAA,high,high,medium,high,high,high,medium,medium,high,low,low,medium,high,high,high,medium,low,medium,medium,low,high,high,medium,medium,medium,low,low,low,high,low,medium,high,low,medium,medium,medium,high,medium,high,8
306,Texas A&M NCAA,medium,medium,medium,medium,medium,medium,high,low,medium,low,medium,low,medium,medium,medium,medium,high,medium,low,high,medium,medium,low,low,high,high,high,medium,high,high,medium,low,high,high,high,medium,high,high,high,64
307,Texas A&M-Corpus Christi NCAA,medium,medium,medium,medium,low,low,medium,low,low,medium,medium,high,high,high,high,medium,medium,low,medium,medium,medium,high,low,low,medium,high,high,high,high,high,high,medium,high,medium,medium,high,high,medium,high,64
308,Texas Southern NCAA,medium,low,high,low,low,low,low,high,low,high,low,high,low,high,high,low,medium,low,low,medium,low,medium,low,low,high,medium,low,medium,high,medium,high,medium,low,high,low,medium,medium,medium,high,68
323,UC Santa Barbara NCAA,medium,high,low,high,low,low,high,medium,low,medium,high,low,medium,medium,low,medium,medium,low,high,medium,medium,medium,low,high,medium,low,medium,high,medium,low,high,medium,medium,low,low,high,medium,low,medium,64
325,UCLA NCAA,high,high,low,high,high,high,high,low,high,low,high,low,high,medium,medium,medium,low,low,low,medium,medium,high,high,low,low,high,low,low,low,high,low,medium,medium,low,low,low,high,medium,low,16
326,UNC Asheville NCAA,medium,high,low,high,low,low,high,low,low,low,high,medium,medium,medium,medium,low,high,medium,high,low,low,medium,medium,high,high,low,high,medium,low,low,medium,high,low,high,high,medium,medium,medium,low,64
331,Utah State NCAA,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,high,high,medium,high,medium,high,high,medium,high,low,low,high,high,low,high,high,medium,low,medium,medium,low,medium,low,medium,low,low,medium,64
338,Vermont NCAA,low,medium,medium,medium,low,low,medium,low,low,low,high,medium,low,medium,low,medium,low,high,high,low,low,low,low,high,low,low,low,high,low,medium,high,high,low,low,medium,high,medium,low,low,64
340,Virginia NCAA,low,medium,low,high,medium,medium,high,medium,medium,low,medium,medium,low,low,low,medium,medium,medium,low,low,high,high,high,low,low,low,medium,medium,low,high,medium,high,high,low,high,medium,high,low,low,64
341,Virginia Commonwealth NCAA,medium,high,low,high,low,low,high,low,medium,medium,medium,low,medium,low,medium,low,high,low,medium,low,medium,high,high,medium,high,low,high,low,medium,low,low,high,medium,high,high,low,high,high,medium,64
349,West Virginia NCAA,low,low,high,low,high,high,low,high,low,high,low,high,medium,medium,medium,medium,high,medium,medium,medium,low,medium,low,medium,high,high,high,high,high,medium,high,medium,medium,high,low,high,high,high,high,64
361,Xavier NCAA,high,high,medium,medium,high,high,high,medium,medium,medium,medium,low,high,high,high,high,low,low,high,high,high,low,low,high,medium,medium,low,high,low,low,high,low,high,high,medium,high,low,low,low,16
3,Akron NCAA,low,medium,medium,medium,low,low,medium,medium,low,medium,medium,low,low,low,low,medium,high,high,medium,medium,low,medium,medium,medium,medium,medium,high,medium,low,medium,medium,medium,low,medium,low,medium,medium,low,low,64
4,Alabama NCAA,low,low,high,low,medium,high,low,high,low,medium,low,high,medium,high,high,medium,medium,high,low,medium,medium,medium,high,low,high,high,medium,high,high,medium,high,medium,low,high,high,high,low,high,high,64
11,Arizona NCAA,high,high,low,high,high,medium,high,low,high,low,high,low,high,high,high,high,medium,medium,high,high,high,medium,high,high,high,high,medium,low,low,low,low,low,low,high,low,low,low,medium,low,16
13,Arkansas NCAA,high,high,medium,high,high,high,medium,medium,high,low,low,low,high,high,high,low,high,low,low,medium,medium,high,high,low,medium,medium,high,low,medium,high,medium,medium,high,high,medium,medium,high,low,medium,8
17,Auburn NCAA,low,high,low,high,high,medium,high,low,high,low,medium,low,medium,medium,high,medium,low,high,low,medium,medium,high,high,low,medium,high,medium,low,high,medium,low,medium,medium,high,high,low,high,medium,high,32
20,Baylor NCAA,low,high,low,high,high,high,medium,low,medium,medium,medium,low,medium,low,medium,medium,low,medium,medium,high,high,high,medium,medium,medium,high,low,low,low,medium,medium,low,high,high,low,medium,high,medium,low,32
25,Boise State NCAA,medium,high,low,high,medium,medium,high,low,low,medium,high,low,low,low,low,low,medium,high,low,high,low,medium,medium,low,high,medium,low,low,low,low,medium,low,low,low,medium,medium,high,low,low,64
32,Bryant NCAA,low,low,medium,medium,low,low,high,low,medium,low,medium,high,medium,medium,high,low,medium,high,low,medium,low,low,medium,low,high,high,medium,medium,low,low,low,medium,high,high,high,low,low,high,low,68
38,Cal State Fullerton NCAA,low,low,medium,low,low,low,medium,medium,low,medium,medium,high,low,low,medium,low,medium,low,low,low,low,high,low,low,high,medium,high,medium,low,medium,high,medium,high,high,medium,high,high,medium,low,64
49,Chattanooga NCAA,medium,high,low,high,low,low,medium,low,low,medium,high,low,medium,medium,low,high,low,high,medium,high,low,high,low,medium,medium,medium,low,medium,low,high,medium,low,low,medium,high,medium,medium,low,low,64
55,Colgate NCAA,medium,medium,high,low,low,low,high,low,medium,low,medium,high,medium,medium,medium,medium,low,high,high,medium,high,medium,medium,high,medium,low,low,medium,low,medium,medium,medium,high,high,medium,medium,low,low,low,64
58,Colorado State NCAA,low,medium,low,high,medium,medium,medium,low,medium,low,medium,low,low,low,low,medium,low,high,high,low,medium,medium,medium,high,low,low,low,medium,low,high,high,high,medium,medium,medium,high,medium,low,low,64
60,Connecticut NCAA,low,medium,medium,medium,high,medium,medium,medium,medium,medium,low,medium,low,low,low,medium,low,medium,low,high,medium,low,high,low,medium,high,low,low,medium,low,low,low,low,high,medium,low,medium,medium,medium,64
63,Creighton NCAA,medium,medium,high,low,medium,medium,medium,high,low,high,medium,medium,low,medium,medium,low,low,medium,low,medium,medium,low,medium,low,high,low,low,medium,low,low,low,medium,low,high,high,low,low,medium,low,32
65,Davidson NCAA,low,high,low,high,medium,low,high,low,low,low,high,low,medium,medium,low,high,low,high,high,medium,medium,low,low,high,low,low,medium,medium,low,high,high,medium,medium,low,low,high,low,low,medium,64
67,Delaware NCAA,medium,low,high,low,low,low,low,high,low,high,medium,medium,medium,high,medium,medium,medium,high,high,low,low,medium,medium,medium,high,low,medium,high,low,medium,high,high,low,high,low,high,medium,high,medium,64
74,Duke NCAA,high,high,low,high,high,medium,high,low,medium,medium,high,low,high,high,medium,high,low,medium,high,medium,medium,medium,high,high,low,medium,low,medium,low,low,low,medium,medium,medium,medium,medium,low,medium,low,4
101,Georgia State NCAA,low,low,medium,low,low,low,low,medium,low,high,medium,medium,low,low,medium,low,low,medium,low,low,medium,high,high,low,low,high,low,low,medium,medium,medium,high,high,high,medium,medium,high,high,medium,64
103,Gonzaga NCAA,low,high,low,high,high,medium,medium,low,high,low,low,low,high,low,high,high,low,medium,high,high,medium,low,high,high,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,16
114,Houston NCAA,high,high,low,high,high,medium,high,low,high,low,medium,low,high,medium,low,high,low,high,medium,high,high,high,high,medium,low,high,low,low,high,high,low,low,high,high,low,low,high,medium,high,8
119,Illinois NCAA,low,medium,medium,medium,high,high,high,medium,low,medium,medium,low,low,low,medium,medium,low,high,medium,high,high,low,low,medium,high,high,low,medium,low,low,low,low,low,high,medium,low,low,medium,medium,32
123,Indiana NCAA,medium,low,high,low,medium,medium,low,high,medium,high,low,high,medium,medium,medium,low,medium,low,low,medium,high,low,high,low,medium,low,medium,medium,medium,high,low,medium,low,high,low,low,low,low,medium,64
126,Iowa NCAA,high,medium,medium,medium,high,medium,medium,high,medium,medium,medium,medium,high,high,high,high,low,high,medium,low,medium,high,medium,medium,low,medium,low,high,low,medium,high,high,high,low,low,high,medium,high,low,64
127,Iowa State NCAA,medium,low,high,low,medium,high,low,high,medium,high,low,medium,low,low,medium,low,low,medium,low,low,high,high,medium,low,high,low,low,low,high,medium,medium,high,high,high,high,medium,high,medium,high,16
131,Jacksonville State NCAA,low,low,medium,low,low,low,medium,low,low,high,high,medium,low,low,low,medium,low,high,high,medium,medium,medium,low,high,high,medium,low,medium,low,high,medium,medium,high,high,medium,medium,low,medium,low,64
133,Kansas NCAA,high,high,low,high,high,high,medium,low,high,low,medium,low,high,high,medium,medium,medium,low,medium,high,medium,low,medium,high,medium,high,medium,low,low,low,low,low,medium,high,medium,low,medium,medium,low,1
138,Kentucky NCAA,low,medium,low,high,high,medium,medium,low,high,low,medium,medium,medium,medium,medium,high,low,low,medium,high,medium,medium,medium,medium,low,high,low,low,low,medium,low,low,low,medium,low,low,low,low,low,64
148,Longwood NCAA,low,medium,low,high,low,low,high,low,high,low,medium,medium,medium,low,medium,medium,medium,medium,medium,high,medium,high,low,medium,medium,high,medium,low,low,high,high,low,medium,medium,high,high,high,low,low,64
150,Louisiana State NCAA,low,low,high,low,high,medium,low,high,medium,medium,low,high,low,low,high,low,medium,medium,low,medium,low,high,high,low,high,high,medium,low,high,high,low,medium,high,high,medium,low,high,high,high,64
154,Loyola (IL) NCAA,low,medium,low,high,medium,medium,medium,medium,low,medium,medium,low,low,low,low,medium,low,high,high,medium,high,high,low,high,high,low,low,low,medium,high,medium,medium,low,medium,high,low,high,low,medium,64
160,Marquette NCAA,low,low,high,low,medium,high,low,high,low,medium,low,high,low,medium,high,low,low,high,medium,low,high,high,high,medium,high,low,low,medium,medium,medium,low,high,high,high,medium,low,medium,high,medium,64
168,Memphis NCAA,low,low,medium,low,medium,medium,medium,medium,low,medium,low,medium,medium,medium,high,low,high,low,medium,high,high,high,high,medium,high,high,high,low,medium,high,low,low,high,high,medium,low,high,high,medium,32
171,Miami (FL) NCAA,high,medium,medium,medium,medium,medium,medium,medium,low,high,high,low,high,high,medium,medium,low,medium,medium,low,low,high,low,medium,low,low,low,high,low,high,high,high,high,low,medium,high,high,high,low,8
173,Michigan NCAA,low,low,high,low,medium,high,low,high,low,high,low,high,low,medium,medium,medium,low,low,medium,high,medium,low,low,medium,medium,medium,low,high,low,low,high,low,low,medium,medium,high,low,low,low,16
174,Michigan State NCAA,high,medium,high,low,medium,high,low,high,low,medium,low,medium,medium,high,medium,low,low,low,medium,medium,high,low,high,medium,high,medium,low,high,low,medium,medium,medium,medium,high,medium,medium,low,medium,low,32
185,Montana State NCAA,medium,high,low,high,low,low,high,low,low,low,high,medium,medium,high,medium,medium,high,medium,high,high,low,low,medium,high,high,low,high,medium,high,medium,high,low,low,high,medium,medium,medium,low,high,64
189,Murray State NCAA,low,high,low,high,low,low,high,low,medium,low,high,low,medium,low,medium,high,medium,medium,medium,high,low,high,medium,high,low,high,low,low,low,high,low,low,low,low,high,medium,high,low,low,32
197,New Mexico State NCAA,low,high,low,high,low,low,medium,low,low,medium,high,low,low,low,medium,low,medium,high,medium,high,medium,low,high,medium,high,high,medium,low,low,high,low,low,medium,high,low,low,low,low,medium,32
202,Norfolk State NCAA,low,medium,low,high,low,low,medium,low,low,low,medium,medium,low,low,high,low,high,medium,medium,high,low,medium,medium,medium,high,medium,medium,low,medium,high,low,low,high,medium,medium,low,medium,medium,medium,64
204,North Carolina NCAA,high,high,medium,medium,medium,high,high,medium,medium,medium,medium,low,high,high,high,medium,low,medium,medium,high,medium,low,medium,medium,medium,medium,medium,high,low,medium,medium,low,low,high,high,medium,low,low,low,2
219,Notre Dame NCAA,medium,medium,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium,medium,low,medium,low,high,high,low,medium,low,low,high,low,low,low,high,low,medium,medium,high,low,medium,high,high,low,low,low,32
222,Ohio State NCAA,low,low,high,low,medium,high,medium,high,low,medium,low,medium,low,low,low,medium,medium,high,high,medium,low,low,high,high,medium,medium,medium,high,medium,medium,medium,medium,medium,high,low,medium,low,medium,medium,32
240,Providence NCAA,low,high,low,high,medium,medium,medium,low,high,low,medium,low,low,low,low,low,high,medium,low,medium,medium,low,medium,low,medium,medium,high,medium,low,medium,low,medium,low,medium,high,low,low,medium,low,16
241,Purdue NCAA,high,high,low,high,high,medium,medium,medium,high,low,low,medium,high,high,low,high,high,high,high,high,high,low,medium,high,medium,high,high,high,low,high,medium,low,high,medium,low,high,low,low,low,16
247,Richmond NCAA,high,medium,high,low,low,medium,low,high,low,high,medium,medium,medium,high,medium,low,low,high,low,low,high,high,low,low,low,low,low,high,low,medium,high,high,medium,low,high,high,medium,medium,low,32
250,Rutgers NCAA,low,low,high,low,low,medium,medium,high,medium,medium,low,high,low,low,low,low,low,low,low,medium,high,high,high,low,medium,medium,low,medium,medium,high,medium,medium,high,medium,low,medium,medium,medium,medium,68
256,Saint Mary's (CA) NCAA,low,medium,low,high,medium,medium,medium,low,high,low,medium,low,low,low,low,low,low,medium,medium,high,low,high,low,medium,medium,low,low,low,low,low,medium,low,low,high,medium,medium,high,low,low,32
257,Saint Peter's NCAA,low,low,high,low,low,low,medium,medium,low,high,medium,high,low,low,low,low,high,low,low,medium,medium,high,high,low,high,medium,medium,low,high,medium,low,medium,high,high,high,low,high,medium,high,8
261,San Diego State NCAA,low,medium,medium,medium,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low,low,low,medium,low,high,high,low,high,medium,low,low,medium,medium,low,medium,medium,medium,medium,low,high,medium,medium,64
262,San Francisco NCAA,low,medium,medium,medium,medium,medium,low,medium,medium,high,medium,low,medium,medium,high,medium,low,high,medium,high,low,high,high,medium,high,medium,low,low,medium,low,medium,low,low,medium,medium,medium,medium,low,high,64
266,Seton Hall NCAA,low,low,medium,low,medium,medium,low,high,low,medium,medium,medium,low,low,medium,low,low,medium,low,medium,low,medium,high,low,medium,medium,medium,medium,low,low,low,medium,medium,high,high,low,medium,medium,medium,64
273,South Dakota State NCAA,medium,high,low,high,low,low,high,low,medium,low,high,low,high,high,high,high,medium,medium,high,medium,low,low,low,high,low,low,medium,high,low,high,high,medium,low,low,low,high,low,low,low,64
278,Southern California NCAA,low,medium,low,high,medium,medium,medium,medium,low,medium,high,low,low,medium,medium,low,low,low,low,high,medium,low,medium,low,medium,high,low,medium,low,low,low,low,medium,high,medium,low,low,medium,low,64
294,TCU NCAA,low,low,high,low,medium,high,low,high,low,high,low,medium,low,low,medium,low,low,low,low,high,medium,medium,medium,low,high,high,low,low,low,low,medium,low,high,high,medium,medium,medium,low,low,32
296,Tennessee NCAA,medium,high,low,high,high,high,medium,low,high,low,medium,medium,medium,low,medium,low,low,high,low,medium,high,high,high,low,medium,medium,low,low,medium,high,low,medium,high,high,low,low,high,medium,medium,32
300,Texas NCAA,low,low,high,low,high,high,low,high,high,medium,low,high,low,low,low,low,low,medium,low,low,medium,high,medium,low,medium,medium,medium,low,high,low,medium,high,low,medium,medium,low,high,high,high,32
302,Texas A&M-Corpus Christi NCAA,medium,medium,high,low,low,low,low,high,low,high,medium,medium,medium,high,high,low,high,low,low,medium,high,high,low,low,high,high,high,medium,high,high,high,medium,high,medium,high,medium,high,medium,high,68
303,Texas Southern NCAA,low,low,high,low,low,low,medium,medium,low,medium,medium,high,low,low,high,low,medium,low,low,high,low,low,high,low,high,high,low,low,medium,medium,low,low,medium,high,low,low,low,medium,medium,64
305,Texas Tech NCAA,high,high,medium,medium,high,high,medium,medium,high,low,low,high,medium,medium,medium,low,medium,low,medium,high,medium,high,high,medium,high,high,medium,low,medium,high,low,low,high,high,low,low,high,low,medium,16
313,UAB NCAA,medium,high,low,high,medium,low,medium,low,high,medium,medium,low,high,medium,high,high,low,low,medium,high,low,high,high,medium,low,high,low,low,medium,medium,medium,low,low,low,medium,medium,high,medium,medium,64
320,UCLA NCAA,medium,high,low,high,high,medium,high,medium,medium,low,medium,low,medium,medium,low,medium,low,low,low,medium,low,high,medium,low,low,medium,low,low,low,high,medium,medium,medium,low,low,medium,medium,low,medium,16
333,Vermont NCAA,low,high,low,high,low,low,high,low,high,low,high,low,medium,low,low,high,low,high,high,high,medium,low,low,high,low,low,low,low,low,medium,low,low,low,low,medium,medium,low,low,low,64
334,Villanova NCAA,high,high,low,high,high,high,high,low,low,low,medium,medium,high,medium,low,high,low,high,medium,medium,low,medium,low,medium,low,medium,medium,medium,low,high,medium,medium,medium,low,high,medium,medium,medium,low,4
338,Virginia Tech NCAA,high,medium,high,low,medium,medium,low,high,low,high,medium,medium,medium,medium,low,medium,low,high,high,medium,medium,low,medium,high,medium,low,low,medium,low,medium,medium,medium,medium,high,high,high,medium,low,low,64
352,Wisconsin NCAA,low,medium,low,high,medium,high,high,medium,low,high,high,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,medium,medium,low,low,medium,high,low,low,medium,high,low,low,low,32
354,Wright State NCAA,high,low,high,low,low,low,high,high,low,medium,medium,high,high,high,high,medium,low,low,medium,low,low,low,low,medium,medium,medium,medium,high,low,low,high,high,low,high,low,high,medium,high,low,64
355,Wyoming NCAA,low,medium,medium,medium,low,medium,medium,medium,medium,low,medium,medium,low,low,low,medium,medium,high,medium,medium,low,low,low,medium,medium,low,medium,medium,low,high,low,medium,low,low,medium,medium,low,low,low,68
357,Yale NCAA,low,low,high,low,low,low,low,low,low,medium,medium,medium,low,low,high,low,medium,medium,low,low,low,low,medium,low,high,low,medium,medium,medium,high,medium,high,medium,high,high,medium,medium,low,medium,64
1,Abilene Christian NCAA,low,medium,low,high,low,low,medium,low,low,low,low,low,low,low,high,low,medium,medium,low,medium,high,high,low,low,high,medium,low,low,high,low,low,medium,medium,high,high,low,high,medium,high,32
4,Alabama NCAA,low,medium,low,high,high,high,high,low,low,low,medium,low,medium,medium,high,low,low,high,low,medium,low,high,medium,medium,high,medium,low,low,medium,low,low,medium,low,high,high,low,high,medium,medium,16
10,Appalachian State NCAA,low,low,high,low,low,low,low,high,low,high,low,high,low,low,low,low,medium,high,low,low,low,high,medium,low,medium,medium,medium,low,low,medium,medium,high,medium,medium,high,medium,high,medium,low,68
13,Arkansas NCAA,low,medium,low,high,high,medium,medium,low,high,low,low,low,medium,medium,high,medium,medium,low,low,medium,low,high,high,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,high,low,low,8
20,Baylor NCAA,low,high,low,high,high,medium,medium,low,low,low,medium,low,medium,low,medium,high,low,medium,high,high,medium,high,medium,high,low,high,low,low,medium,low,medium,low,medium,low,high,high,high,high,medium,1
29,Brigham Young NCAA,low,low,low,medium,medium,medium,low,low,low,medium,medium,low,low,low,high,medium,low,high,high,high,high,low,low,high,high,low,low,medium,medium,medium,low,low,low,medium,low,low,low,low,low,64
50,Clemson NCAA,low,low,low,low,medium,high,low,medium,low,low,low,medium,low,low,low,low,low,high,low,low,high,medium,medium,low,high,low,low,low,medium,high,medium,high,medium,high,high,medium,high,medium,medium,64
51,Cleveland State NCAA,low,low,low,medium,low,low,high,low,low,medium,medium,medium,low,low,medium,low,medium,low,low,low,medium,medium,low,low,high,medium,low,high,high,high,high,high,high,high,low,high,medium,high,high,64
53,Colgate NCAA,low,low,low,high,medium,low,low,low,low,low,medium,low,low,low,high,high,low,medium,high,high,high,medium,low,high,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,64
55,Colorado NCAA,low,medium,medium,medium,high,high,medium,medium,low,low,medium,medium,low,low,low,medium,low,medium,medium,high,medium,low,low,medium,medium,medium,medium,low,medium,medium,medium,low,medium,low,medium,medium,high,low,medium,32
57,Connecticut NCAA,low,low,low,low,high,medium,low,medium,low,medium,medium,low,low,low,low,medium,low,low,low,high,low,medium,high,low,medium,high,low,medium,high,low,medium,low,low,medium,low,low,medium,high,high,64
59,Creighton NCAA,low,low,medium,medium,high,medium,medium,medium,low,medium,medium,low,low,low,medium,medium,low,high,medium,low,medium,medium,low,high,low,low,low,medium,low,high,low,high,high,low,medium,low,low,medium,low,16
67,Drake NCAA,low,medium,low,high,low,low,high,low,medium,low,high,low,low,low,low,high,low,low,medium,high,low,high,low,high,low,medium,low,low,medium,medium,medium,low,low,medium,low,medium,medium,low,medium,64
68,Drexel NCAA,low,low,low,low,low,low,low,medium,low,medium,low,medium,low,low,low,low,low,medium,medium,high,high,low,low,medium,high,low,low,high,low,low,high,low,low,high,medium,high,low,low,low,64
76,Eastern Washington NCAA,low,low,low,low,low,low,medium,low,low,medium,medium,medium,low,low,high,medium,low,high,high,low,medium,low,low,high,medium,low,medium,medium,low,medium,medium,high,low,low,low,medium,low,low,low,64
81,Florida NCAA,low,low,medium,low,medium,high,low,high,low,medium,low,medium,low,low,high,low,medium,low,medium,medium,low,medium,high,medium,high,medium,medium,medium,high,medium,medium,medium,medium,high,medium,medium,high,high,high,32
86,Florida State NCAA,low,low,low,medium,high,high,low,low,low,low,low,low,low,low,high,medium,medium,medium,high,medium,medium,high,high,high,high,high,medium,medium,high,high,medium,medium,medium,high,low,low,medium,high,high,16
93,Georgetown NCAA,low,low,high,low,medium,high,low,high,low,high,low,medium,low,low,high,low,low,high,low,high,low,low,medium,low,high,medium,medium,high,low,high,medium,low,high,high,low,high,low,medium,low,64
97,Georgia Tech NCAA,low,low,medium,low,medium,medium,low,medium,low,medium,low,medium,low,low,medium,medium,low,medium,medium,low,high,high,medium,high,medium,low,low,high,medium,medium,high,high,high,low,low,high,high,high,medium,64
98,Gonzaga NCAA,low,high,low,high,high,medium,high,low,low,low,medium,low,high,medium,high,high,medium,low,high,high,medium,high,low,high,medium,medium,medium,low,low,low,medium,low,low,medium,low,medium,high,low,low,2
100,Grand Canyon NCAA,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low,medium,medium,low,medium,high,high,high,low,low,high,high,medium,low,low,medium,high,low,low,low,medium,low,low,low,low,medium,64
103,Hartford NCAA,low,low,medium,low,low,low,low,medium,low,low,low,medium,low,low,low,low,low,high,low,low,low,high,low,low,high,low,low,low,low,high,low,high,medium,medium,high,medium,high,medium,low,64
108,Houston NCAA,low,high,low,high,high,medium,medium,low,medium,low,low,low,low,low,low,high,low,high,low,high,medium,high,high,low,low,high,low,low,high,high,low,low,high,low,low,low,high,medium,high,4
